Name,url,tags
Wolfpack,https://store.steampowered.com/app/490920/Wolfpack/?snr=1_7_7_7000_150_15,"Simulation,Naval Combat,Submarine,World War II,Co-op,Early Access,Multiplayer,Underwater,Naval,Realistic,Singleplayer,Online Co-Op,First-Person,Historical,Military,War,Action,Atmospheric"
Tropico 6,https://store.steampowered.com/app/492720/Tropico_6/?snr=1_7_7_7000_150_15,"Strategy,City Builder,Simulation,Economy,Management,Political Sim,Multiplayer,Sandbox,Politics,Building,Singleplayer,Political,Choices Matter,Funny,Co-op,Diplomacy,Destruction,Atmospheric,Story Rich,Top-Down"
Session: Skate Sim,https://store.steampowered.com/app/861650/Session_Skate_Sim/?snr=1_7_7_7000_150_15,"Sports,Simulation,Singleplayer,Skateboarding,Indie,Action,Realistic,Third Person,Exploration,Difficult,Early Access,Family Friendly,Funny,Physics,Character Customization,Immersive Sim,Skating,Parkour,Strategy,Multiplayer"
Caliber,https://store.steampowered.com/app/307950/Caliber/?snr=1_7_7_7000_150_15,"Multiplayer,Co-op,Shooter,Third-Person Shooter,PvE,PvP,Action,Tactical,Team-Based,Third Person,Character Customization,3D,eSports,Gun Customization,Class-Based,Massively Multiplayer,Realistic,Sniper,Atmospheric,Thriller"
Magicka,https://store.steampowered.com/app/42910/Magicka/?snr=1_7_7_7000_150_15,"Comedy,Co-op,Action,Fantasy,Online Co-Op,Magic,RPG,Multiplayer,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Team-Based,Action RPG,Arcade,Strategy"
Hardspace: Shipbreaker,https://store.steampowered.com/app/1161580/Hardspace_Shipbreaker/?snr=1_7_7_7000_150_15,"Space,Sci-fi,Simulation,Physics,Singleplayer,Destruction,Sandbox,Puzzle,First-Person,Strategy,Space Sim,Early Access,Futuristic,Dystopian,Building,Open World,Procedural Generation,Action,Relaxing,Great Soundtrack"
Gold Rush: The Game,https://store.steampowered.com/app/451340/Gold_Rush_The_Game/?snr=1_7_7_7000_150_15,"Simulation,Mining,Singleplayer,Realistic,Open World,Indie,Driving,Sandbox,Economy,Building,First-Person,Exploration,Strategy,Management,Automobile Sim,Adventure,Funny,Relaxing,Casual,Difficult"
Frostpunk,https://store.steampowered.com/app/323190/Frostpunk/?snr=1_7_7_7000_150_15,"City Builder,Survival,Resource Management,Strategy,Post-apocalyptic,Steampunk,Colony Sim,Building,Base Building,Simulation,Singleplayer,Management,Choices Matter,Atmospheric,Economy,Dark,Difficult,RTS,Great Soundtrack,Real-Time with Pause"
SCP: 5K,https://store.steampowered.com/app/872670/SCP_5K/?snr=1_7_7_7000_150_15,"Combat,Multiplayer,Online Co-Op,Singleplayer,Horror,FPS,Tactical,Shooter,Story Rich,First-Person,Early Access,Gun Customization,Lore-Rich,Realistic,Action,Stealth,America,Sandbox,PvE,PvP"
,https://store.steampowered.com/sub/132479/?snr=1_7_7_7000_150_15,
POSTAL 4: No Regerts,https://store.steampowered.com/app/707030/POSTAL_4_No_Regerts/?snr=1_7_7_7000_150_15,"Adventure,Gore,Singleplayer,Open World,First-Person,Sandbox,Third Person,Comedy,FPS,Dark Humor,Shooter,Dark Comedy,Action,Action-Adventure,Hack and Slash,Shoot 'Em Up,Funny,Survival,Parody,Story Rich"
Backrooms: Escape Together,https://store.steampowered.com/app/2141730/Backrooms_Escape_Together/?snr=1_7_7_7000_150_16,"Multiplayer,Psychological Horror,Mystery,Survival Horror,Horror,Atmospheric,Early Access,Realistic,Online Co-Op,Procedural Generation,First-Person,Casual,Adventure,Action,Co-op,Exploration,3D,Singleplayer,Action-Adventure,Sci-fi"
STAR WARS™: The Old Republic™,https://store.steampowered.com/app/1286830/STAR_WARS_The_Old_Republic/?snr=1_7_7_7000_150_16,"Free to Play,Multiplayer,MMORPG,Character Customization,Open World,RPG,Story Rich,Massively Multiplayer,Choices Matter,Sci-fi,Adventure,Space,Action,Third Person,PvP,Atmospheric,Action RPG,Party-Based RPG,Great Soundtrack,CRPG"
20 Minutes Till Dawn,https://store.steampowered.com/app/1966900/20_Minutes_Till_Dawn/?snr=1_7_7_7000_150_16,"Action Roguelike,Bullet Hell,Shoot 'Em Up,Top-Down Shooter,Roguelite,Lovecraftian,Twin Stick Shooter,Roguelike,Action RPG,2D,Tutorial,Pixel Graphics,RPG,Top-Down,Action,Controller,Gun Customization,Dark Fantasy,Score Attack,Survival"
Pathologic 2,https://store.steampowered.com/app/505230/Pathologic_2/?snr=1_7_7_7000_150_16,"Story Rich,Atmospheric,Choices Matter,RPG,Difficult,Detective,Immersive Sim,Singleplayer,Survival,Surreal,Psychological Horror,Survival Horror,Open World,Adventure,Dystopian,Indie,Dark,CRPG,First-Person,Isometric"
Left 4 Dead,https://store.steampowered.com/app/500/Left_4_Dead/?snr=1_7_7_7000_150_16,"Zombies,Co-op,Multiplayer,FPS,Action,Horror,Shooter,Online Co-Op,Survival,Team-Based,First-Person,Post-apocalyptic,Singleplayer,Atmospheric,Adventure,Moddable,Tactical,Replay Value,Competitive,Female Protagonist"
Creepy Tale 3: Ingrid Penance,https://store.steampowered.com/app/1761780/Creepy_Tale_3_Ingrid_Penance/?snr=1_7_7_7000_150_16,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer"
Panzar,https://store.steampowered.com/app/240320/Panzar/?snr=1_7_7_7000_150_16,"Free to Play,Action,Multiplayer,Massively Multiplayer,RPG,PvP,Fantasy,Third Person,MOBA,Co-op,MMORPG,Gore,PvE,Open World,Survival,Crafting,Adventure,Nudity,Action RPG,Singleplayer"
"Love, Money, Rock'n'Roll",https://store.steampowered.com/app/615530/Love_Money_RocknRoll/?snr=1_7_7_7000_150_16,"Visual Novel,Anime,1980s,Atmospheric,Multiple Endings,Choices Matter,Story Rich,Romance,Detective,Drama,Cute,Choose Your Own Adventure,Investigation,Interactive Fiction,2D,Colorful,Dating Sim,Casual,Simulation,Comedy"
Summer Memories,https://store.steampowered.com/app/1227890/Summer_Memories/?snr=1_7_7_7000_150_16,"Sexual Content,Nudity,Mature,Pixel Graphics,Hentai,Anime,RPG,Simulation,Multiple Endings,Time Management,Singleplayer,FPS,Visual Novel,Adventure,2D,JRPG,RPGMaker,Indie,Funny,Memes"
My Time at Sandrock,https://store.steampowered.com/app/1084600/My_Time_at_Sandrock/?snr=1_7_7_7000_150_16,"Life Sim,Building,Sandbox,Farming Sim,Crafting,RPG,Multiplayer,Dating Sim,Open World,Character Customization,Mining,Post-apocalyptic,Simulation,Casual,Adventure,Female Protagonist,Singleplayer,Early Access,Cartoony,Indie"
SpaceEngine,https://store.steampowered.com/app/314650/SpaceEngine/?snr=1_7_7_7000_150_16,"Early Access,Open World,Casual,Sandbox,Space,Sci-fi,Space Sim,Education,Realistic,Indie,Relaxing,Science,Atmospheric,Simulation,Colorful,Singleplayer,Procedural Generation,Exploration,Flight,3D"
Vagante,https://store.steampowered.com/app/323220/Vagante/?snr=1_7_7_7000_150_16,"Roguelite,Action Roguelike,Pixel Graphics,Roguelike,RPG,Roguevania,Indie,Adventure,Online Co-Op,Platformer,2D,Multiplayer,Action,Difficult,Procedural Generation,Local Co-Op,4 Player Local,Co-op,Perma Death,Metroidvania"
Mindustry,https://store.steampowered.com/app/1127400/Mindustry/?snr=1_7_7_7000_150_16,"Base Building,Resource Management,Tower Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,Pixel Graphics,Online Co-Op,RTS,Singleplayer,PvE,Indie,PvP,Survival,Management,Action"
FIVE NIGHTS AT FREDDY'S: HELP WANTED,https://store.steampowered.com/app/732690/FIVE_NIGHTS_AT_FREDDYS_HELP_WANTED/?snr=1_7_7_7000_150_16,"Horror,VR,Singleplayer,Survival Horror,Robots,First-Person,Action,Psychological Horror,Dark,Survival,Casual,Atmospheric,Difficult,Puzzle,Story Rich,Indie,Strategy,Funny,Adventure,Family Friendly"
Torchlight: Infinite,https://store.steampowered.com/app/1974050/Torchlight_Infinite/?snr=1_7_7_7000_150_16,"RPG,Hack and Slash,Loot,Action RPG,Action,Adventure,Combat,Dungeon Crawler,Action-Adventure,Multiplayer,Top-Down,Singleplayer,Drama,Fantasy,Free to Play,Story Rich,Character Customization,Time Travel,Co-op,Magic"
Darkest Dungeon®,https://store.steampowered.com/app/262060/Darkest_Dungeon/?snr=1_7_7_7000_150_16,"Turn-Based Combat,Dark Fantasy,Dungeon Crawler,Roguelike,RPG,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Strategy,Atmospheric,Dark,Indie,2D,Roguelite,Horror,Gothic,Fantasy,Kickstarter"
Testament: The Order of High Human,https://store.steampowered.com/app/2176430/Testament_The_Order_of_High_Human/?snr=1_7_7_7000_150_16,"RPG,First-Person,Fantasy,Action,Action-Adventure,Adventure,Singleplayer,Action RPG,Swordplay,Magic,Archery,Metroidvania,Medieval,Dark Fantasy,Lore-Rich,Story Rich,Post-apocalyptic,Atmospheric,Indie,Puzzle Platformer"
Mighty Party,https://store.steampowered.com/app/575720/Mighty_Party/?snr=1_7_7_7000_150_16,"Free to Play,Card Game,Strategy,RPG,MMORPG,Turn-Based Tactics,Massively Multiplayer,PvP,Turn-Based Combat,Adventure,Team-Based,Action,Fast-Paced,Trading Card Game,Turn-Based Strategy,Tactical,Competitive,Roguelike,JRPG,Class-Based"
PICO PARK,https://store.steampowered.com/app/1509960/PICO_PARK/?snr=1_7_7_7000_150_16,"Multiplayer,Online Co-Op,Puzzle Platformer,Casual,Cute,Co-op,Local Multiplayer,Local Co-Op,Platformer,Action,2D,Pixel Graphics,Indie,Funny,Horror,Retro,Puzzle,Party Game,Difficult,Souls-like"
Uncrashed : FPV Drone Simulator,https://store.steampowered.com/app/1682970/Uncrashed__FPV_Drone_Simulator/?snr=1_7_7_7000_150_17,"Simulation,Sports,Flight,Physics,Racing,Singleplayer,Realistic,First-Person,6DOF,Immersive Sim,3D,Indie,Exploration,Science,Combat Racing"
Sifu,https://store.steampowered.com/app/2138710/Sifu/?snr=1_7_7_7000_150_17,"Action,Beat 'em up,Martial Arts,Difficult,Third Person,Singleplayer,Crime,Souls-like,Swordplay,Blood,Indie,Dark,Action Roguelike,Dark Fantasy,War,Action RPG,Hack and Slash,Action-Adventure,Arcade,Fighting"
IdleOn - The Idle MMO,https://store.steampowered.com/app/1476970/IdleOn__The_Idle_MMO/?snr=1_7_7_7000_150_17,"Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Character Customization,Early Access,Old School,Anime,PvE"
Above Snakes,https://store.steampowered.com/app/1589120/Above_Snakes/?snr=1_7_7_7000_150_17,"Open World,Atmospheric,Open World Survival Craft,Sandbox,Building,Relaxing,Exploration,Crafting,Western,Female Protagonist,Isometric,RPG,Adventure,Stylized,Colorful,Base Building,Cozy,Singleplayer,Simulation,Survival"
Aliens: Fireteam Elite,https://store.steampowered.com/app/1549970/Aliens_Fireteam_Elite/?snr=1_7_7_7000_150_17,"Co-op,Shooter,Aliens,Action,Horror,Character Customization,Third-Person Shooter,Survival,Online Co-Op,Sci-fi,Survival Horror,Space,Atmospheric,RPG,Third Person,Multiplayer,PvE,Controller,Singleplayer,Co-op Campaign"
A Hero's Rest,https://store.steampowered.com/app/2016080/A_Heros_Rest/?snr=1_7_7_7000_150_17,"Early Access,City Builder,Medieval,Simulation,Strategy,Resource Management,Time Management,Crafting,Colony Sim,Base Building,Building,Inventory Management,Character Customization,Stylized,Top-Down,Management,Economy,Fantasy,Immersive Sim,Strategy RPG"
Trine Enchanted Edition,https://store.steampowered.com/app/35700/Trine_Enchanted_Edition/?snr=1_7_7_7000_150_17,"Puzzle Platformer,Beautiful,Fantasy,Platformer,Physics,Action,Local Co-Op,Adventure,Puzzle,Great Soundtrack,Indie,Co-op,Online Co-Op,Singleplayer,Multiplayer,Atmospheric,Casual,Local Multiplayer,2D,Female Protagonist"
Lords Mobile,https://store.steampowered.com/app/1041320/Lords_Mobile/?snr=1_7_7_7000_150_17,"Free to Play,Strategy,Massively Multiplayer,Gore,Anime,War,RPG,Multiplayer,LGBTQ+,NSFW,Memes,Illuminati,RTS,Casual,Family Friendly,Mature,MMORPG,Female Protagonist,World War II,Dating Sim"
Road Redemption,https://store.steampowered.com/app/300380/Road_Redemption/?snr=1_7_7_7000_150_17,"Racing,Action,Motorbike,Indie,Multiplayer,Local Co-Op,Simulation,Adventure,Violent,Arcade,4 Player Local,Singleplayer,Local Multiplayer,Gore,Third Person,Roguelike,Funny,Roguelite,Sports,Shooter"
Secret World Legends,https://store.steampowered.com/app/215280/Secret_World_Legends/?snr=1_7_7_7000_150_17,"MMORPG,Massively Multiplayer,RPG,Lovecraftian,Horror,Story Rich,Illuminati,Conspiracy,Action,Open World,Free to Play,Supernatural,Mythology,Adventure,Exploration,Puzzle,Multiplayer,Character Customization,Zombies,Third Person"
Gothic 1,https://store.steampowered.com/app/65540/Gothic_1/?snr=1_7_7_7000_150_17,"RPG,Open World,Classic,Atmospheric,Singleplayer,Fantasy,Gothic,Third Person,Action,Medieval,Adventure,Story Rich,Dark Fantasy,Magic,Great Soundtrack,Action RPG,Retro,Difficult,Choices Matter,Nostalgia"
The Dark Pictures Anthology: Little Hope,https://store.steampowered.com/app/1194630/The_Dark_Pictures_Anthology_Little_Hope/?snr=1_7_7_7000_150_17,"Horror,Multiple Endings,Psychological Horror,Story Rich,Survival Horror,Survival,Co-op,Multiplayer,Psychological,Mythology,Mystery,Drama,Dark,Quick-Time Events,Supernatural,Singleplayer,Blood,Episodic,Violent,Adventure"
Jagged Alliance 2 - Wildfire,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire/?snr=1_7_7_7000_150_17,"Strategy,RPG,Turn-Based Tactics,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Isometric,Tactical RPG,Classic,Action"
The Jackbox Party Pack 3,https://store.steampowered.com/app/434170/The_Jackbox_Party_Pack_3/?snr=1_7_7_7000_150_17,"Trivia,Local Multiplayer,Multiplayer,Casual,Funny,Board Game,Party,Party Game,Indie,Comedy,Family Friendly,Strategy,Co-op,Memes"
Operation: Tango,https://store.steampowered.com/app/1335790/Operation_Tango/?snr=1_7_7_7000_150_17,"Online Co-Op,Co-op Campaign,Puzzle,Adventure,Casual,Wholesome,Family Friendly,Female Protagonist,Hacking,Multiplayer,Detective,Co-op,Investigation,Futuristic,Cyberpunk,3D,First-Person,Stylized,Colorful,Heist"
Kingdom Two Crowns,https://store.steampowered.com/app/701160/Kingdom_Two_Crowns/?snr=1_7_7_7000_150_17,"Building,Base Building,Tower Defense,Strategy,Medieval,City Builder,Action RTS,Stylized,Singleplayer,Minimalist,Fantasy,Dark Fantasy,Controller,Pixel Graphics,Local Multiplayer,Simulation,Survival,Colony Sim,Adventure,Co-op"
"Warhammer 40,000: Inquisitor - Martyr",https://store.steampowered.com/app/527430/Warhammer_40000_Inquisitor__Martyr/?snr=1_7_7_7000_150_17,"Warhammer 40K,Action RPG,RPG,Hack and Slash,Action,Loot,Adventure,Co-op,Indie,Games Workshop,Violent,Online Co-Op,Isometric,Multiplayer,Gore,Sci-fi,Singleplayer,Open World,Futuristic,Aliens"
TRAHA Global,https://store.steampowered.com/app/2119490/TRAHA_Global/?snr=1_7_7_7000_150_18,"Combat,MMORPG,RPG,Action,Co-op,PvP,PvE,Character Customization,Open World,Party-Based RPG,Action RPG,Action-Adventure,3D,Multiplayer,Online Co-Op,Third Person,Colorful,Cinematic,War,Lore-Rich"
DR LIVESEY ROM AND DEATH EDITION,https://store.steampowered.com/app/2181930/DR_LIVESEY_ROM_AND_DEATH_EDITION/?snr=1_7_7_7000_150_18,"Action,Cartoon,Spectacle fighter,Hand-drawn,Difficult,Roguelike,Retro,Dungeon Crawler,Beat 'em up,Singleplayer,Procedural Generation,Atmospheric,Looter Shooter,Combat,Dark,Shoot 'Em Up,RPG,Adventure,Comedy,2D"
We Were Here Too,https://store.steampowered.com/app/677160/We_Were_Here_Too/?snr=1_7_7_7000_150_18,"Escape Room,Online Co-Op,Puzzle,Co-op,Horror,Action-Adventure,Investigation,Multiplayer,First-Person,Atmospheric,Adventure,Multiple Endings,Co-op Campaign,Psychological Horror,Mystery,Linear,Casual,Dark,Immersive,Indie"
ATOM RPG: Post-apocalyptic indie game,https://store.steampowered.com/app/552620/ATOM_RPG_Postapocalyptic_indie_game/?snr=1_7_7_7000_150_18,"CRPG,Exploration,Survival,Puzzle,Turn-Based,Sandbox,RPG,Post-apocalyptic,Isometric,Alternate History,Strategy,Open World,Story Rich,Turn-Based Combat,Simulation,Tactical,Atmospheric,Mystery,Singleplayer,Indie"
Timberborn,https://store.steampowered.com/app/1062090/Timberborn/?snr=1_7_7_7000_150_18,"Early Access,City Builder,Colony Sim,Base Building,Survival,Building,Management,Resource Management,Automation,Sandbox,Economy,Singleplayer,Post-apocalyptic,Agriculture,Strategy,Level Editor,3D,Science,Top-Down,Voxel"
Good Company,https://store.steampowered.com/app/911430/Good_Company/?snr=1_7_7_7000_150_18,"Multiplayer,Management,Automation,Simulation,Sandbox,Singleplayer,Online Co-Op,Base Building,Resource Management,City Builder,Economy,Building,Crafting,Robots,Tutorial,Strategy,Isometric,Colorful,Stylized,Logic"
VRChat,https://store.steampowered.com/app/438100/VRChat/?snr=1_7_7_7000_150_18,"VR,Free to Play,Memes,Multiplayer,Anime,Funny,Massively Multiplayer,First-Person,Early Access,Open World,Simulation,Casual,Adventure,MMORPG,Comedy,Sandbox,Action,Dating Sim,Survival Horror,Atmospheric"
Black Mesa,https://store.steampowered.com/app/362890/Black_Mesa/?snr=1_7_7_7000_150_18,"FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Shooter,Classic,Atmospheric,Story Rich,Great Soundtrack,Aliens,Adventure,Zombies,Horror,Multiplayer,Indie,Early Access,Mod,Gore"
The Dark Pictures Anthology: Man of Medan,https://store.steampowered.com/app/939850/The_Dark_Pictures_Anthology_Man_of_Medan/?snr=1_7_7_7000_150_18,"Choices Matter,Horror,Co-op,Adventure,Multiplayer,Cinematic,Story Rich,Gore,Violent,Singleplayer,Atmospheric,Survival Horror,Quick-Time Events,Psychological Horror,Third Person,Local Multiplayer,Action,Nudity,Sexual Content,Female Protagonist"
Apewar,https://store.steampowered.com/app/2306590/Apewar/?snr=1_7_7_7000_150_18,"Action,Casual,Shooter,Action-Adventure,3D Platformer,Multiplayer,FPS,Third-Person Shooter,Strategy,3D,Massively Multiplayer,Indie,First-Person,Psychological Horror,Third Person,Stylized,Early Access,Driving,Nature,PvP"
Amanda the Adventurer,https://store.steampowered.com/app/2166060/Amanda_the_Adventurer/?snr=1_7_7_7000_150_18,"Horror,First-Person,Old School,1990's,Mystery,Puzzle,Story Rich,Atmospheric,Adventure,Interactive Fiction,Point & Click,Choose Your Own Adventure,3D,Exploration,Dark,Colorful,Psychological Horror,Stylized,Psychological,Supernatural"
Pacify,https://store.steampowered.com/app/967050/Pacify/?snr=1_7_7_7000_150_18,"Horror,Multiplayer,Co-op,Survival Horror,Online Co-Op,Psychological Horror,Thriller,Action,Indie,Adventure,Dark,First-Person,Singleplayer,Gore,Strategy,Sexual Content,Puzzle,Casual,Atmospheric,PvP"
Backpack Hero,https://store.steampowered.com/app/1970580/Backpack_Hero/?snr=1_7_7_7000_150_18,"Early Access,Strategy,Roguelike Deckbuilder,Indie,Inventory Management,Singleplayer,RPG,Turn-Based,Replay Value,Roguelike,Dungeon Crawler,Roguelite,Deckbuilding,Procedural Generation,Card Battler,Tactical,Cute,Cozy,Loot,Mouse only"
Century: Age of Ashes,https://store.steampowered.com/app/918570/Century_Age_of_Ashes/?snr=1_7_7_7000_150_19,"Free to Play,Dragons,Multiplayer,Action,Team-Based,Flight,PvP,Indie,Hero Shooter,Third Person,Arena Shooter,Shooter,Fantasy,Online Co-Op,Dark Fantasy,Character Customization,Mythology,Third-Person Shooter,Spectacle fighter,Early Access"
Chaos on Deponia,https://store.steampowered.com/app/220740/Chaos_on_Deponia/?snr=1_7_7_7000_150_18,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Story Rich,Great Soundtrack,2D,Escape Room,Dark Humor,Hand-drawn,Steampunk,Retro,Classic,Sci-fi,Atmospheric"
Inscryption,https://store.steampowered.com/app/1092790/Inscryption/?snr=1_7_7_7000_150_18,"Card Battler,Card Game,Story Rich,Horror,Deckbuilding,Dark,Puzzle,Roguelite,Strategy,Psychological,Roguelike,Surreal,Experimental,First-Person,Point & Click,3D,2D,FMV,Pixel Graphics,Adventure"
"Warhammer 40,000: Boltgun",https://store.steampowered.com/app/2005010/Warhammer_40000_Boltgun/?snr=1_7_7_7000_150_19,"FPS,Action,Warhammer 40K,Shooter,Pixel Graphics,Retro,Old School,First-Person,Arcade,Gore,1990's,Violent,Demons,Sci-fi,Singleplayer,Fantasy,Indie,Arena Shooter,Games Workshop"
Othercide,https://store.steampowered.com/app/798490/Othercide/?snr=1_7_7_7000_150_19,"Strategy,Indie,Turn-Based Tactics,Turn-Based Combat,Female Protagonist,Roguelite,Dark Fantasy,Turn-Based,Dark,Tactical,Roguelike,Turn-Based Strategy,Horror,Gothic,Singleplayer,Difficult,Unforgiving,Atmospheric,Great Soundtrack,Perma Death"
Shakes and Fidget,https://store.steampowered.com/app/438040/Shakes_and_Fidget/?snr=1_7_7_7000_150_19,"Free to Play,RPG,Massively Multiplayer,Casual,Multiplayer,Adventure,Strategy,Clicker,MMORPG,Character Customization,Fantasy,Indie,Comedy,Medieval,Singleplayer,Funny,Classic,Dark Humor,Story Rich,Cult Classic"
Webbed,https://store.steampowered.com/app/1390350/Webbed/?snr=1_7_7_7000_150_19,"2D Platformer,Cute,Pixel Graphics,Physics,Puzzle Platformer,Exploration,2D,Platformer,Relaxing,Family Friendly,Action,Indie,Puzzle,Colorful,Cartoony,Nature,Collectathon,Fantasy,Atmospheric,Retro"
ZED ZONE,https://store.steampowered.com/app/1211600/ZED_ZONE/?snr=1_7_7_7000_150_19,"Early Access,Survival,Zombies,Open World,Post-apocalyptic,Sandbox,Pixel Graphics,Building,Crafting,Action,Top-Down,Simulation,RPG,Walking Simulator,Roguelike,2D,Traditional Roguelike,Outbreak Sim,Roguelite,2.5D"
Eternal Return,https://store.steampowered.com/app/1049590/Eternal_Return/?snr=1_7_7_7000_150_19,"Free to Play,Anime,MOBA,Survival,Multiplayer,PvP,Top-Down,Combat,Crafting,Strategy,Tactical,Action,3D,Character Customization,Indie,Early Access,Experimental,Point & Click,MMORPG,Sexual Content"
WRC Generations – The FIA WRC Official Game,https://store.steampowered.com/app/1953520/WRC_Generations__The_FIA_WRC_Official_Game/?snr=1_7_7_7000_150_19,"Racing,Simulation,Realistic,PvP,Co-op,Multiplayer,Online Co-Op,Singleplayer,3D,Automobile Sim,Cinematic,Colorful,Driving,Competitive,eSports,First-Person,Offroad,Management,Physics,Score Attack"
POLYGON,https://store.steampowered.com/app/1241100/POLYGON/?snr=1_7_7_7000_150_19,"FPS,Free to Play,Shooter,Multiplayer,Military,First-Person,Tactical,War,Action,Team-Based,PvP,Gun Customization,Massively Multiplayer,Competitive,Character Customization,Stylized,Indie,Early Access,Atmospheric,Colorful"
Infinite Lagrange,https://store.steampowered.com/app/1755920/Infinite_Lagrange/?snr=1_7_7_7000_150_19,"Strategy,Massively Multiplayer,Simulation,Space,3D,Base Building,Multiplayer,Space Sim,MOBA,Free to Play"
Gladiator Guild Manager,https://store.steampowered.com/app/1043260/Gladiator_Guild_Manager/?snr=1_7_7_7000_150_19,"Auto Battler,Strategy,Strategy RPG,Roguelite,Tactical,Roguelike,RPG,Indie,Turn-Based Strategy,Replay Value,Early Access,Tactical RPG,Management,Base Building,Resource Management,Pixel Graphics,Medieval,Turn-Based Tactics,Singleplayer,Trading"
Plague Inc: Evolved,https://store.steampowered.com/app/246620/Plague_Inc_Evolved/?snr=1_7_7_7000_150_19,"Strategy,Simulation,Outbreak Sim,Indie,Singleplayer,Multiplayer,Zombies,Casual,Tactical,Replay Value,Post-apocalyptic,Addictive,Realistic,2D,Difficult,Atmospheric,Co-op,Early Access,Sandbox,Survival"
Project Winter,https://store.steampowered.com/app/774861/Project_Winter/?snr=1_7_7_7000_150_19,"Funny,Co-op,Social Deduction,Multiplayer,Survival,Online Co-Op,Team-Based,Casual,Crafting,PvE,Action,Investigation,Indie,Controller,Character Customization,Stylized,PvP,Snow,Exploration,Strategy"
KurtzPel,https://store.steampowered.com/app/844870/KurtzPel/?snr=1_7_7_7000_150_19,"Anime,Free to Play,Character Customization,Multiplayer,Action,PvP,Fantasy,Fighting,Third Person,Co-op,Massively Multiplayer,Sexual Content,PvE,Early Access,Online Co-Op,Character Action Game,Hack and Slash,Competitive,Controller,Beat 'em up"
Cooking Simulator,https://store.steampowered.com/app/641320/Cooking_Simulator/?snr=1_7_7_7000_150_19,"Simulation,Cooking,Singleplayer,Realistic,Sandbox,Funny,Physics,First-Person,Family Friendly,Management,Relaxing,Crafting,Resource Management,Co-op,Comedy,Economy,Replay Value,Memes,Action,Female Protagonist"
TRADER LIFE SIMULATOR,https://store.steampowered.com/app/1415660/TRADER_LIFE_SIMULATOR/?snr=1_7_7_7000_150_19,"Simulation,Life Sim,Building,Driving,Realistic,Economy,Logic,Sandbox,Survival,Exploration,Open World,First-Person,FPS,Singleplayer,Indie,Physics,Education,VR,3D,Inventory Management"
Summoners War: Chronicles,https://store.steampowered.com/app/2167580/Summoners_War_Chronicles/?snr=1_7_7_7000_150_20,"RPG,Free to Play,MMORPG,Adventure,Action,Action-Adventure,Strategy RPG,JRPG,3D,Cinematic,Atmospheric,PvE,Co-op,Party-Based RPG,Multiplayer,PvP,Fantasy,Online Co-Op,Strategy,Exploration"
Trainz Railroad Simulator 2019,https://store.steampowered.com/app/553520/Trainz_Railroad_Simulator_2019/?snr=1_7_7_7000_150_19,"Simulation,Trains,Driving,Open World,Building,Sandbox,Multiplayer,Singleplayer"
Thief Simulator,https://store.steampowered.com/app/704850/Thief_Simulator/?snr=1_7_7_7000_150_20,"Simulation,Stealth,Crime,Singleplayer,Adventure,First-Person,Open World,Action,Heist,Indie,Sandbox,Realistic,Funny,RPG,Silent Protagonist,Exploration,FPS,Atmospheric,Immersive Sim,Casual"
Viscera Cleanup Detail,https://store.steampowered.com/app/246900/Viscera_Cleanup_Detail/?snr=1_7_7_7000_150_20,"Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing"
The Binding of Isaac,https://store.steampowered.com/app/113200/The_Binding_of_Isaac/?snr=1_7_7_7000_150_20,"Action Roguelike,Roguelike,Indie,Replay Value,Difficult,Procedural Generation,Dark,Action,Top-Down,Great Soundtrack,Addictive,Singleplayer,Adventure,Roguelite,2D,Dungeon Crawler,Survival,RPG,Perma Death,Bullet Hell"
Game Dev Tycoon,https://store.steampowered.com/app/239820/Game_Dev_Tycoon/?snr=1_7_7_7000_150_20,"Management,Simulation,Indie,Strategy,Casual,Singleplayer,Economy,2D,Moddable,Addictive,Replay Value,Sandbox,GameMaker,Funny,Difficult,Point & Click,Great Soundtrack,Isometric,Comedy,Touch-Friendly"
Democracy 4,https://store.steampowered.com/app/1410710/Democracy_4/?snr=1_7_7_7000_150_20,"Strategy,Political Sim,Politics,Simulation,Management,Political,Economy,Diplomacy,Grand Strategy,Indie,Choices Matter,Capitalism,Education,Modern,Philosophical,2D,Illuminati,Minimalist,Turn-Based Strategy,Realistic"
